attendance_id,event_id,timeslot_id,user_id,created_date,modified_date,rating,custom_signup_field_values,feedback,status,attended
1414655,110421,696459,632432,1569264432,1570066223,,[],,REGISTERED,
1417331,110421,696459,779589,1569286015,1570066225,,[],,REGISTERED,
1443837,110421,696459,792533,1569845359,1570066236,,[],,REGISTERED,
1443857,110421,696459,792539,1569846185,1569949630,,[],,CANCELLED,
1444079,110421,696459,792637,1569853991,1605723133,Positive,[],,REGISTERED,True
1444341,110421,696459,792770,1569858181,1570066238,,[],,CONFIRMED,
1447246,110421,696459,794053,1569894705,1605727455,,[],,REGISTERED,False
1448762,110421,696459,559298,1569948129,1605722520,,[],,REGISTERED,False
1451044,110421,696459,795636,1569972652,1570066256,,[],,REGISTERED,
1287367,115864,635482,709727,1567129749,1567465211,,[],,REGISTERED,
1287525,115864,635482,258403,1567130857,1567465211,,[],,REGISTERED,
1287563,115864,635482,714706,1567131257,1567465211,,[],,REGISTERED,
1287955,115864,635482,714931,1567135490,1567450275,,[],,CANCELLED,
1289273,115864,635482,715721,1567177573,1567465212,,[],,REGISTERED,
1294384,115864,635482,718513,1567302517,1567465213,,[],,REGISTERED,
1297599,115864,635482,669797,1567446258,1605726958,Positive,[],mary hooks,REGISTERED,True
1298765,116366,637676,104336,1567464152,1605723137,Positive,[],informative. uplifting. connecting.,REGISTERED,True
1394425,116366,637676,706101,1568935597,1570586549,,[],,REGISTERED,
1433421,116366,637676,787515,1569596108,1605722841,Positive,[],loved networking and sharing ideas.,REGISTERED,True
1433602,116366,637676,781952,1569598904,1605722843,,[],,REGISTERED,False
1433927,116366,637676,329602,1569603422,1605725649,Positive,[],,CONFIRMED,True
1436507,116366,637676,568282,1569637306,1570586587,,[],,CONFIRMED,
1448435,116366,637676,254349,1569943194,1570586594,,[],,REGISTERED,
1449146,116366,637676,685018,1569952735,1570586596,,[],,REGISTERED,
1451355,116366,637676,133464,1569975077,1570586603,,[],,REGISTERED,
1453491,116366,637676,758935,1570022987,1605723461,Positive,[],,REGISTERED,True
1453857,116366,637676,98482,1570028784,1570586607,,[],,REGISTERED,
1459034,116366,637676,798489,1570105912,1570586620,,[],,CONFIRMED,
1459279,116366,637676,449024,1570110035,1605722524,,[],,REGISTERED,False
1460805,116366,637676,799126,1570128957,1605725596,Positive,[],,CONFIRMED,True
1461802,116366,637676,799519,1570139970,1570586631,,[],,REGISTERED,
1463347,116366,637676,799974,1570151940,1570586634,,[],,REGISTERED,
1472682,116366,637676,331738,1570403833,1570586662,,[],,REGISTERED,
1475737,116366,637676,8938,1570462632,1605722523,Positive,[],experience working in education and the racial tensions and hostility. i'm happy she had a safe space. i'd be more interested in learning how can i help and,REGISTERED,True
2469787,223505,1204120,1197348,1580842641,1658532491,Positive,[],,CONFIRMED,True
2470900,223505,1204120,460932,1580846338,1658532491,Positive,[],"it was great, very informative, and organized",CONFIRMED,True
2471714,223505,1204120,1198118,1580849496,1581645675,,[],,REGISTERED,
2474309,223505,1204120,677741,1580857786,1581645676,,[],,REGISTERED,
2475599,223505,1204120,450085,1580860852,1581645677,,[],,REGISTERED,
2478900,223505,1204120,1200845,1580869495,1658535549,,[],,REGISTERED,False
2479310,223505,1204120,97430,1580870531,1658532490,,[],,CONFIRMED,False
2481222,223505,1204120,1201646,1580878033,1581645678,,[],,CONFIRMED,
2481792,223505,1204120,1201839,1580880950,1581645678,,[],,REGISTERED,
2507372,223505,1204120,54385,1580989623,1658532491,Positive,[],,REGISTERED,True
2507788,223505,1204120,1210804,1580993599,1581645686,,[],,CONFIRMED,
2507998,223505,1204120,13261,1580994921,1581605477,,[],,CANCELLED,
2508047,223505,1204120,186826,1580995286,1581645687,,[],,REGISTERED,
2510216,223505,1204120,793279,1581001949,1581618005,,[],,CANCELLED,
2510916,223505,1204120,1212365,1581002910,1581645687,,[],,CONFIRMED,
2511249,223505,1204120,1212503,1581003942,1581645688,,[],,REGISTERED,
2511942,223505,1204120,451048,1581005692,1658538488,,[],,REGISTERED,False
2513596,223505,1204120,1213382,1581010409,1581645689,,[],,REGISTERED,
2519053,223505,1204120,1215226,1581022210,1581645693,,[],,REGISTERED,
2556002,223505,1204120,449192,1581120501,1581645709,,[],,CONFIRMED,
2570540,223505,1204120,8938,1581170309,1581645714,,[],,REGISTERED,
2593129,223505,1204120,878346,1581217151,1581645724,,[],,CONFIRMED,
2598387,223505,1204120,731850,1581257941,1581645728,,[],,CONFIRMED,
2599038,223505,1204120,1246361,1581258995,1581645729,,[],,REGISTERED,
2623639,223505,1204120,1255810,1581356930,1658538488,,[],,CONFIRMED,False
2631379,223505,1204120,896083,1581377932,1658535548,,[],,REGISTERED,False
2641137,223505,1204120,1262306,1581421317,1581645804,,[],,REGISTERED,
2643433,223505,1204120,456559,1581433175,1658532490,Positive,[],great hearing from candidates about their attitudes. i am a new candidate and am learning. believe strongly in working families!,REGISTERED,True
2648615,223505,1204120,1265583,1581445663,1605723140,Positive,[],,REGISTERED,True
2653203,223505,1204120,100178,1581452833,1581645815,,[],,CONFIRMED,
2655110,223505,1204120,1268361,1581456155,1581645817,,[],,REGISTERED,
2656362,223505,1204120,1268963,1581458430,1581645817,,[],,REGISTERED,
2660700,223505,1204120,308564,1581466909,1581645824,,[],,REGISTERED,
2661096,223505,1204120,49991,1581467615,1581645824,,[],,REGISTERED,
2663679,223505,1204120,393222,1581472574,1581645828,,[],,REGISTERED,
2665528,223505,1204120,750126,1581475813,1658538487,,[],,REGISTERED,False
2676925,223505,1204120,265776,1581525860,1658532490,Positive,[],,REGISTERED,True
2703754,223505,1204120,753907,1581571003,1581645881,,[],,REGISTERED,
2706973,223505,1204120,448270,1581602834,1581645890,,[],,REGISTERED,
2709137,223505,1204120,1295601,1581606382,1658535547,Positive,[],,REGISTERED,True
2713781,223505,1204120,1298003,1581615700,1581645899,,[],,REGISTERED,
2714259,223505,1204120,568282,1581616708,1658535549,Positive,[],,REGISTERED,True
2492646,223881,1204988,1205356,1580937124,1580954091,,[],,CANCELLED,
2492647,223881,1204989,1205356,1580937124,1580954082,,[],,CANCELLED,
2492648,223881,1204992,1205356,1580937124,1580954063,,[],,CANCELLED,
2492649,223881,1204990,1205356,1580937124,1580954075,,[],,CANCELLED,
2492650,223881,1204991,1205356,1580937124,1580954070,,[],,CANCELLED,
2492651,223881,1204993,1205356,1580937124,1580954052,,[],,CANCELLED,
2492652,223881,1204994,1205356,1580937124,1580954009,,[],,CANCELLED,
2492653,223881,1204995,1205356,1580937124,1580954134,,[],,CANCELLED,
2494941,223881,1204988,1206106,1580943105,1581356054,,[],,CANCELLED,
2494942,223881,1204989,1206106,1580943105,1585617101,Positive,[],,CONFIRMED,True
2495916,223881,1204988,284032,1580945632,1585617053,Positive,[],i really loved the process. the upgraded software is awesome. so efficient and flexible. love it!,CONFIRMED,True
2495917,223881,1204989,284032,1580945632,1585617067,Positive,[],priscilla is awesome! the group had a great time!,CONFIRMED,True
2495918,223881,1204994,284032,1580945633,1585099840,Positive,[],very easy to do,REGISTERED,True
2495919,223881,1204995,284032,1580945633,1585705562,Positive,[],"awesome experience, life altering!",CONFIRMED,True
2513474,223881,1204988,809733,1581010091,1585617055,,[],,CONFIRMED,False
2513475,223881,1204989,809733,1581010091,1585617114,,[],,REGISTERED,False
2513637,223881,1204988,632388,1581010535,1585617044,,[],,REGISTERED,False
2513638,223881,1204990,632388,1581010535,1585617108,,[],,REGISTERED,False
2514409,223881,1204988,474960,1581012541,1585617065,Positive,[],best damn party,CONFIRMED,True
2514410,223881,1204989,474960,1581012541,1585617031,,[],,REGISTERED,True
2531040,223881,1204988,510007,1581048188,1581382739,,[],,CANCELLED,
2531041,223881,1204989,510007,1581048188,1581961523,,[],,CANCELLED,
2531042,223881,1204990,510007,1581048188,1585617092,,[],,REGISTERED,False
2531043,223881,1204991,510007,1581048188,1585617043,,[],,REGISTERED,False
2531044,223881,1204992,510007,1581048188,1585617212,,[],,REGISTERED,False
2531045,223881,1204993,510007,1581048188,1584426303,,[],,CANCELLED,
2531046,223881,1204994,510007,1581048188,1584426345,,[],,CANCELLED,
2531047,223881,1204995,510007,1581048188,1584426336,,[],,CANCELLED,
2556923,223881,1204988,1229179,1581121984,1585617062,,[],,REGISTERED,False
2556924,223881,1204989,1229179,1581121984,1585617069,,[],,REGISTERED,False
2556925,223881,1204991,1229179,1581121984,1585617037,,[],,REGISTERED,False
2556926,223881,1204992,1229179,1581121984,1583803830,,[],,REGISTERED,
2556927,223881,1204994,1229179,1581121984,1585099802,,[],,REGISTERED,
2556928,223881,1204995,1229179,1581121984,1585704609,,[],,REGISTERED,
2617522,223881,1204988,652340,1581313405,1581460039,,[],,CANCELLED,
2639331,223881,1204988,730467,1581397052,1581437349,,[],,CANCELLED,
2644906,223881,1204989,730467,1581437386,1585617032,Positive,[],,CONFIRMED,True
2645907,223881,1204992,1264521,1581440077,1583803831,,[],,REGISTERED,
2815555,223881,1204989,146284,1581828687,1581959160,,[],,CANCELLED,
2853182,223881,1204990,146284,1581959455,1585617122,Positive,[],,CONFIRMED,True
2982744,223881,1204990,1419749,1582249203,1582564387,,[],,CANCELLED,
2982745,223881,1204991,1419749,1582249203,1583088045,,[],,CANCELLED,
3061976,223881,1204991,1146252,1582401316,1583245673,,[],,CANCELLED,
3276003,223881,1204991,47766,1582820599,1583082877,,[],,CANCELLED,
3276004,223881,1204992,47766,1582820599,1582820776,,[],,CANCELLED,
3507071,223881,1204992,1373952,1583202974,1583803839,,[],,REGISTERED,
3507072,223881,1204993,1373952,1583202974,1584366236,,[],,CANCELLED,
3671078,223881,1204992,993889,1583642817,1583803865,,[],,REGISTERED,
3671079,223881,1204995,993889,1583642817,1585704612,,[],,REGISTERED,
3763981,223881,1204993,1110077,1584251127,1584495023,,[],,REGISTERED,
3763982,223881,1204995,1110077,1584251127,1585704613,,[],,REGISTERED,
3766644,223881,1204993,324080,1584294636,1584495024,,[],,CONFIRMED,
3766645,223881,1204994,324080,1584294636,1585109346,Positive,[],,CONFIRMED,True
3772893,223881,1204993,1075174,1584323773,1605722523,Positive,[],,REGISTERED,True
3790372,223881,1204994,1075174,1584545333,1605722525,,[],,CONFIRMED,False
3822724,223881,1204994,1746729,1585060932,1585099811,,[],,REGISTERED,
2472118,223882,1204996,663137,1580851023,1605724403,,[],,REGISTERED,True
2541374,226842,1219825,474960,1581096724,1581099021,,[],,REGISTERED,
2735313,233660,1253654,1309166,1581647319,1605724088,,[],,CONFIRMED,True
2794295,233660,1253654,743772,1581786313,1582095372,,[],,CANCELLED,
2794339,233660,1253654,1146252,1581786435,1605723138,Positive,[],wfp represents my views so i'm happy to volunteer when i can,CONFIRMED,True
2794468,233660,1253654,1339038,1581786714,1605722525,Positive,[],The texting and feedback method felt both productive and fun.  For one person to be able to reach several hundred voters with a positive message in less than two hours is kind of amazing.,CONFIRMED,True
2795639,233660,1253654,515789,1581789617,1605725046,,[],,CONFIRMED,True
2868827,233660,1253654,1372743,1581988580,1605723461,,[],,CONFIRMED,False
3021724,242090,1293086,1206106,1582322894,1605724400,Positive,[],:$,CONFIRMED,True
3056295,242090,1293086,625902,1582395630,1605722844,Positive,[],,CONFIRMED,True
3056296,242090,1303208,625902,1582395630,1605725574,,[],,CONFIRMED,True
3122088,242090,1293086,218421,1582553434,1582682659,,[],,REGISTERED,
3122089,242090,1303208,218421,1582553434,1605723462,,[],,REGISTERED,False
3122123,242090,1303208,1206106,1582553503,1605722844,,[],,CONFIRMED,True
3122149,242090,1303208,1479294,1582553578,1605723465,,[],,CONFIRMED,True
3122229,242090,1293086,284032,1582553900,1605724703,Positive,[],the texting experience was quite fun. priscilla was awesome in helping us !,CONFIRMED,True
3146931,242090,1293086,1489541,1582588850,1605722841,,[],,CONFIRMED,False
3147033,242090,1303208,1489541,1582588969,1605725403,,[],,CONFIRMED,False
3150601,242090,1293086,1490963,1582592915,1605722527,,[],,CONFIRMED,False
3150671,242090,1303208,1490963,1582593016,1605725085,,[],,CONFIRMED,False
3151395,242090,1293086,1491313,1582593930,1605722525,Positive,[],,CONFIRMED,True
3151396,242090,1303208,1491313,1582593930,1605723139,,[],,CONFIRMED,True
3151812,242090,1303208,232054,1582594398,1605722525,,[],,REGISTERED,True
3158758,242090,1293086,1494217,1582603993,1605722841,,[],,REGISTERED,False
3158759,242090,1303208,1494217,1582603993,1605722526,,[],,REGISTERED,False
3165803,242090,1293086,1229179,1582644029,1605722524,,[],,REGISTERED,False
3165804,242090,1303208,1229179,1582644029,1605728982,,[],,REGISTERED,False
3166231,242090,1303208,284032,1582645063,1605723778,Positive,[],it was a fun experience.,CONFIRMED,True
3215774,251748,1333916,730467,1582740051,1605724090,Positive,[],,CONFIRMED,True
3309402,251748,1333916,232054,1582849894,1605722530,,[],,CONFIRMED,True
3314080,251748,1333916,1373952,1582852802,1605722845,Positive,[],it is so much fun 💚the people,CONFIRMED,True
3323476,251748,1333916,141342,1582860347,1605722846,,[],,REGISTERED,False
3350003,251748,1333916,918980,1582913097,1583169323,,[],,CANCELLED,
3350082,251748,1333916,197157,1582913131,1605722846,Positive,[],"like the people, the message and the texting.",CONFIRMED,True
3350181,251748,1333916,284032,1582913161,1605723782,Positive,[],the experience is fun!,CONFIRMED,True
3350282,251748,1333916,1491313,1582913191,1605725559,Positive,[],,CONFIRMED,True
3350364,251748,1333916,1339038,1582913214,1605725172,Positive,[],,REGISTERED,True
3350502,251748,1333916,1588882,1582913251,1583189966,,[],,CANCELLED,
3394619,254920,1347078,474960,1582982996,1583343013,,[],,CONFIRMED,
3728027,254920,1347078,1667776,1583938969,1583941207,,[],,REGISTERED,
3728193,254920,1347078,686314,1583940417,1583942417,,[],,REGISTERED,
3600627,257267,1357474,47766,1583448828,1605724703,,[],,CANCELLED,
3639547,257267,1357474,1373952,1583542832,1605724403,Positive,[],"no thanks, too tired now",CONFIRMED,True
3670140,257267,1357474,43917,1583638394,1605722843,,[],,REGISTERED,False
3680768,257267,1357474,730467,1583692205,1605722527,Positive,[],,CONFIRMED,True
3680785,257267,1357474,284032,1583692238,1605725898,Positive,[],Excellent- had a great time,CONFIRMED,True
3680806,257267,1357474,1588882,1583692305,1583803871,,[],,REGISTERED,
3680832,257267,1357474,1491313,1583692370,1583803871,,[],,CONFIRMED,
3680876,257267,1357474,146284,1583692479,1605722525,Positive,[],,REGISTERED,True
3680913,257267,1357474,1229179,1583692566,1583803871,,[],,REGISTERED,
3680928,257267,1357474,1264521,1583692598,1583803872,,[],,CONFIRMED,
3680940,257267,1357474,993889,1583692646,1605722525,Positive,[],,REGISTERED,True
3680976,257267,1357474,1146252,1583692710,1583803872,,[],,REGISTERED,
3682879,257267,1357474,197157,1583697749,1605723461,Positive,[],,CONFIRMED,True
3682894,257267,1357474,220040,1583697803,1605724767,Positive,[],good,CONFIRMED,True
3563016,258094,1361463,474960,1583355864,1583425807,,[],,REGISTERED,
3600123,258094,1361463,47766,1583447803,1583449804,,[],,REGISTERED,
3605076,258094,1361463,1691636,1583457376,1583459401,,[],,REGISTERED,
3605154,258094,1361463,396850,1583457483,1583459401,,[],,REGISTERED,
3671480,258094,1361470,1721020,1583645518,1584284746,,[],,CANCELLED,
3671542,258094,1361467,1323062,1583645832,1583937007,,[],,REGISTERED,
3681418,258094,1361465,28416,1583693968,1583782223,,[],,REGISTERED,
3715233,258094,1361466,781480,1583860918,1583863329,,[],,REGISTERED,
3723345,258094,1361469,177280,1583891326,1584207004,,[],,REGISTERED,
3723346,258094,1361470,177280,1583891326,1584284746,,[],,CANCELLED,
3734340,258094,1361468,841100,1583977022,1584055807,,[],,REGISTERED,
3790369,258094,1385923,1075174,1584545312,1584711008,,[],,REGISTERED,
3805689,258094,1385923,1075174,1584725314,1584727310,,[],,REGISTERED,
3593312,258619,1364913,612108,1583434110,1605722531,Positive,[],,CONFIRMED,True
3593770,258619,1364913,474960,1583435083,1583640062,Positive,[],Yay!,CONFIRMED,True
3593999,258619,1364913,284489,1583435714,1583638206,,[],,REGISTERED,
3601375,258619,1364913,177280,1583450569,1605722534,,[],,CONFIRMED,False
3601854,258619,1364913,1143652,1583451647,1605722531,,[],,REGISTERED,False
3602233,258619,1364913,968461,1583452162,1605726983,Positive,[],good,REGISTERED,True
3602240,258619,1364913,1476152,1583452168,1583638206,,[],,REGISTERED,
3602252,258619,1364913,1103918,1583452178,1605722533,Positive,[],"i've been voting along the working families' line since 2014. more recently, i was a call shift lead for warren's call crew. i want to take the that energy to down ballot races that her candidacy would have lifted up.",CONFIRMED,True
3602337,258619,1364913,391833,1583452286,1583638207,,[],,REGISTERED,
3602399,258619,1364913,1594388,1583452367,1583638207,,[],,REGISTERED,
3604367,258619,1364913,35190,1583455987,1605727190,,[],,REGISTERED,False
3604400,258619,1364913,597111,1583456046,1583638208,,[],,REGISTERED,
3604419,258619,1364913,33057,1583456103,1583638208,,[],,REGISTERED,
3604504,258619,1364913,1439138,1583456240,1605726411,Positive,[],suggested action to channel my grief from warren suspending her campaign into down ballot voting. i also appreciate the values of wfp.,REGISTERED,True
3604651,258619,1364913,24925,1583456508,1605723782,,[],,REGISTERED,False
3604752,258619,1364913,396850,1583456745,1583638208,,[],,REGISTERED,
3604785,258619,1364913,764928,1583456843,1583638208,,[],,REGISTERED,
3604924,258619,1364913,1691636,1583457110,1605722530,,[],,REGISTERED,False
3605277,258619,1364913,392968,1583457645,1605724757,,[],,CONFIRMED,True
3605540,258619,1364913,536347,1583457966,1605723144,,[],,REGISTERED,True
3607793,258619,1364913,942214,1583460854,1605726515,,[],,REGISTERED,False
3608790,258619,1364913,578702,1583462286,1583638208,,[],,REGISTERED,
3609062,258619,1364913,764159,1583462651,1605722845,,[],,REGISTERED,False
3609137,258619,1364913,1276702,1583462778,1583638209,,[],,REGISTERED,
3612729,258619,1364913,1571578,1583472980,1583638209,,[],,REGISTERED,
3620415,258619,1364913,762203,1583507266,1605722531,Positive,[],,REGISTERED,True
3622113,258619,1364913,392944,1583508415,1605723142,,[],,CONFIRMED,True
3627029,258619,1364913,636001,1583519120,1583638209,,[],,REGISTERED,
3630082,258619,1364913,1019692,1583526047,1605725604,,[],,REGISTERED,False
3630629,258619,1364913,1413017,1583527376,1605723141,Positive,[],,REGISTERED,True
3632466,258619,1364913,841100,1583530624,1605722845,,[],,CONFIRMED,True
3634145,258619,1364913,185159,1583533554,1605724402,,[],,REGISTERED,False
3635615,258619,1364913,395836,1583536437,1583638211,,[],,REGISTERED,
3635616,258619,1364913,1705819,1583536444,1605724088,Positive,[],,REGISTERED,True
3641908,258619,1364913,549798,1583547893,1605722531,,[],,REGISTERED,False
3642726,258619,1364913,652283,1583549406,1605722530,Positive,[],,CONFIRMED,True
3643194,258619,1364913,1709019,1583550528,1605722532,,[],,REGISTERED,False
3644958,258619,1364913,148330,1583555328,1605722845,,[],,REGISTERED,False
3649191,258619,1364913,1033024,1583591295,1605723142,,[],,REGISTERED,False
3649462,258619,1364913,352190,1583592289,1583638216,,[],,REGISTERED,
3649670,258619,1364913,904135,1583592981,1605723464,,[],,REGISTERED,False
3649968,258619,1364913,186826,1583593827,1583638216,,[],,REGISTERED,
3651297,258619,1364913,392689,1583597197,1605722533,,[],,REGISTERED,False
3654652,258619,1364913,1707450,1583604336,1583638217,,[],,REGISTERED,
3654827,258619,1364913,1641008,1583604587,1583638217,,[],,REGISTERED,
3655237,258619,1364913,546274,1583605395,1583638217,,[],,REGISTERED,
3655693,258619,1364913,1112081,1583606261,1583638217,,[],,REGISTERED,
3656071,258619,1364913,1505686,1583607013,1605722530,,[],,REGISTERED,False
3657610,258619,1364913,1715512,1583609673,1605724089,Positive,[],"i absolutely love vanessa clifford and the mission of working families....it speaks to everything i represent and believe .....i ran for the pa senate against daylin leach but suspended my campaign.....due to political shenanigans. 
i have started a pac with the idea of helping qualified minority candidates and women to get elected.",REGISTERED,True
3657795,258619,1364913,935229,1583610100,1583638217,,[],,REGISTERED,
3658133,258619,1364913,1222001,1583610549,1583638218,,[],,REGISTERED,
3658171,258619,1364913,232720,1583610646,1605722534,Positive,[],,REGISTERED,True
3658186,258619,1364913,752629,1583610690,1605725395,Positive,[],inspiring,REGISTERED,True
3658441,258619,1364913,755021,1583611206,1583638218,,[],,REGISTERED,
3658447,258619,1364913,1070862,1583611212,1605722528,Positive,[],heartbroken about elizabeth and need to channel this energy somewhere. i miss team warren!,REGISTERED,True
3658596,258619,1364913,192950,1583611462,1583631066,,[],,CANCELLED,
3658671,258619,1364913,416168,1583611602,1583638218,,[],,REGISTERED,
3658680,258619,1364913,563577,1583611613,1605722532,Positive,[],"after this terrible week, it felt energizing to connect with others who are looking to continue the fight, even without senator warren as our nominee.",REGISTERED,True
3658778,258619,1364913,920083,1583611777,1583638219,,[],,REGISTERED,
3658819,258619,1364913,342172,1583611865,1605725003,,[],,REGISTERED,False
3658824,258619,1364913,1715954,1583611880,1605722533,,[],,REGISTERED,False
3658831,258619,1364913,886905,1583611897,1583638219,,[],,REGISTERED,
3658851,258619,1364913,225430,1583611948,1583638219,,[],,REGISTERED,
3658853,258619,1364913,627898,1583611950,1583638219,,[],,REGISTERED,
3658856,258619,1364913,573580,1583611952,1605725141,,[],,REGISTERED,False
3658876,258619,1364913,646039,1583611974,1583638219,,[],,REGISTERED,
3658892,258619,1364913,1715980,1583612009,1583638220,,[],,REGISTERED,
3658902,258619,1364913,491283,1583612033,1583638375,,[],,REGISTERED,
3658903,258619,1364913,393136,1583612040,1605722532,,[],,REGISTERED,False
3658944,258619,1364913,490131,1583612090,1583638220,,[],,REGISTERED,
3658948,258619,1364913,364401,1583612096,1583638220,,[],,REGISTERED,
3658964,258619,1364913,394275,1583612118,1605724405,,[],,REGISTERED,False
3658973,258619,1364913,654812,1583612137,1605722530,Positive,[],🩸🦷,REGISTERED,True
3659026,258619,1364913,254349,1583612199,1605724404,Positive,[],don't listen to the bro's complaining but i'm interested in organizing with wfp because it is clearly the place for progressives committed to an expansive set of issues that is not driven around ego but the people,REGISTERED,True
3659068,258619,1364913,483325,1583612279,1605722532,Positive,[],they have been on the new york ballot for years.  i always vote the line .,REGISTERED,True
3659098,258619,1364913,43917,1583612349,1605722533,Positive,[],i have texted for wfp before when a friend ran for office. i am back looking for ways to help other races now that i can't volunteer for warren,REGISTERED,True
3659134,258619,1364913,1343229,1583612397,1605722531,Positive,[],"i care about radical women candidates and want to do more than donate to nonprofits. i want to participate in a training and learn more about how to bring wfp4themany energy to my state, massachusetts.",REGISTERED,True
3659137,258619,1364913,1643411,1583612402,1583638221,,[],,REGISTERED,
3659158,258619,1364913,1716092,1583612430,1605722529,,[],,REGISTERED,False
3659186,258619,1364913,1177397,1583612475,1583638221,,[],,REGISTERED,
3659213,258619,1364913,360614,1583612514,1605727434,,[],,REGISTERED,False
3659239,258619,1364913,413808,1583612567,1583638222,,[],,REGISTERED,
3659248,258619,1364913,155894,1583612594,1583638222,,[],,REGISTERED,
3659255,258619,1364913,515973,1583612602,1605724704,Positive,[],,REGISTERED,True
3659268,258619,1364913,1716155,1583612629,1583638222,,[],,REGISTERED,
3659308,258619,1364913,906485,1583612694,1583638222,,[],,REGISTERED,
3659345,258619,1364913,277641,1583612746,1583638222,,[],,REGISTERED,
3659351,258619,1364913,489653,1583612749,1583638222,,[],,REGISTERED,
3659373,258619,1364913,1716199,1583612794,1583638223,,[],,REGISTERED,
3659380,258619,1364913,179714,1583612817,1605722529,,[],,REGISTERED,False
3659478,258619,1364913,139120,1583612980,1583638223,,[],,REGISTERED,
3659481,258619,1364913,460932,1583612983,1605722529,Positive,[],inspirational,REGISTERED,True
3659483,258619,1364913,1716239,1583612994,1583638223,,[],,REGISTERED,
3659524,258619,1364913,1143680,1583613090,1605725721,Positive,[],"i have been tangentially connected to the very important work of the wfp and was thrilled when you endorsed warren. when she dropped out of the race this week i wanted to ensure that i got re-connected with next steps as we move toward the convention. wfp has been a source of info and groundedness that was wonderfully reenforced on tonight's call, particularly with the focus on down ballot elections. 
a participant democratic republic means we have to show up! thank you to the amazing volunteers and organizers who provide these connections. looking forward to what comes next!",REGISTERED,True
3659611,258619,1364913,324273,1583613245,1605725391,,[],,REGISTERED,False
3659624,258619,1364913,537719,1583613271,1605725399,Positive,[],,REGISTERED,True
3659646,258619,1364913,674594,1583613320,1605724090,Positive,[],,REGISTERED,True
3659689,258619,1364913,337793,1583613464,1605724753,Positive,[],i took action i need to get more involved as we continue to make progress on strengthen our democracy and country.,REGISTERED,True
3659710,258619,1364913,1716337,1583613497,1583638224,,[],,REGISTERED,
3659749,258619,1364913,1716351,1583613564,1583638225,,[],,REGISTERED,
3659755,258619,1364913,191194,1583613575,1583638225,,[],,REGISTERED,
3659768,258619,1364913,1009844,1583613629,1583638225,,[],,REGISTERED,
3659879,258619,1364913,1716375,1583613717,1583638225,,[],,REGISTERED,
3660031,258619,1364913,56437,1583613968,1583638225,,[],,REGISTERED,
3660172,258619,1364913,125458,1583614188,1583638226,,[],,REGISTERED,
3660191,258619,1364913,1716500,1583614232,1605723782,,[],,REGISTERED,False
3660241,258619,1364913,832792,1583614327,1605724751,Positive,[],,REGISTERED,True
3660267,258619,1364913,547286,1583614399,1605725157,Positive,[],so happy to be amongst bernie supporters. excited to get involved and learn more.,REGISTERED,True
3660271,258619,1364913,1068113,1583614408,1583638226,,[],,REGISTERED,
3660335,258619,1364913,775573,1583614510,1583638226,,[],,REGISTERED,
